[2019-08-14 15:35:32,257]-[CRITICAL]-[main]-[59]   Run Test: ASyncGetHistoryDataObjectRecordSets_1
[2019-08-14 15:35:32,257]-[INFO]-[history_pb_requests]-[19]   start make pb_request.
[2019-08-14 15:35:33,641]-[INFO]-[api]-[267]   async_GetHistoryDataObjectRecordSetsRequest success!
[2019-08-14 15:35:33,642]-[CRITICAL]-[main]-[71]   {'case_id': 'ASyncGetHistoryDataObjectRecordSets_1', 'date': '2019-08-14 15:35:31.637808', 'status': '结束', 'exec_point': 'end', 'result_code': 1, 'totle_time': 2.0012311935424805, 'check_case': '暂时没想到咋校验', 'check_result': 'success', 'data_count': 0}
[2019-08-14 15:35:33,979]-[INFO]-[api]-[267]   async_GetHistoryDataObjectRecordSetsRequest success!
[2019-08-14 15:35:33,979]-[CRITICAL]-[main]-[71]   {'case_id': 'ASyncGetHistoryDataObjectRecordSets_1', 'date': '2019-08-14 15:35:31.976161', 'status': '结束', 'exec_point': 'end', 'result_code': 1, 'totle_time': 2.0003058910369873, 'check_case': '暂时没想到咋校验', 'check_result': 'success', 'data_count': 0}
[2019-08-14 15:35:34,259]-[CRITICAL]-[main]-[59]   Run Test: ASyncGetHistoryDataObjectRecordSets_1
[2019-08-14 15:35:34,259]-[INFO]-[history_pb_requests]-[19]   start make pb_request.
[2019-08-14 15:35:34,261]-[INFO]-[api]-[267]   async_GetHistoryDataObjectRecordSetsRequest success!
[2019-08-14 15:35:34,261]-[CRITICAL]-[main]-[71]   {'case_id': 'ASyncGetHistoryDataObjectRecordSets_1', 'date': '2019-08-14 15:35:32.257753', 'status': '结束', 'exec_point': 'end', 'result_code': 1, 'totle_time': 2.0004007816314697, 'check_case': '暂时没想到咋校验', 'check_result': 'success', 'data_count': 0}
[2019-08-14 15:35:34,605]-[CRITICAL]-[main]-[59]   Run Test: ASyncGetHistoryDataObjectRecordSets_1
[2019-08-14 15:35:34,605]-[INFO]-[history_pb_requests]-[19]   start make pb_request.
[2019-08-14 15:35:34,819]-[CRITICAL]-[main]-[59]   Run Test: ASyncGetHistoryDataObjectRecordSets_1
[2019-08-14 15:35:34,820]-[INFO]-[history_pb_requests]-[19]   start make pb_request.
[2019-08-14 15:35:36,263]-[INFO]-[api]-[267]   async_GetHistoryDataObjectRecordSetsRequest success!
[2019-08-14 15:35:36,263]-[CRITICAL]-[main]-[71]   {'case_id': 'ASyncGetHistoryDataObjectRecordSets_1', 'date': '2019-08-14 15:35:34.259167', 'status': '结束', 'exec_point': 'end', 'result_code': 1, 'totle_time': 2.0015201568603516, 'check_case': '暂时没想到咋校验', 'check_result': 'success', 'data_count': 0}
[2019-08-14 15:35:36,609]-[INFO]-[api]-[267]   async_GetHistoryDataObjectRecordSetsRequest success!
[2019-08-14 15:35:36,610]-[CRITICAL]-[main]-[71]   {'case_id': 'ASyncGetHistoryDataObjectRecordSets_1', 'date': '2019-08-14 15:35:34.605864', 'status': '结束', 'exec_point': 'end', 'result_code': 1, 'totle_time': 2.0004148483276367, 'check_case': '暂时没想到咋校验', 'check_result': 'success', 'data_count': 0}
[2019-08-14 15:35:36,824]-[INFO]-[api]-[267]   async_GetHistoryDataObjectRecordSetsRequest success!
[2019-08-14 15:35:36,824]-[CRITICAL]-[main]-[71]   {'case_id': 'ASyncGetHistoryDataObjectRecordSets_1', 'date': '2019-08-14 15:35:34.820741', 'status': '结束', 'exec_point': 'end', 'result_code': 1, 'totle_time': 2.0013434886932373, 'check_case': '暂时没想到咋校验', 'check_result': 'success', 'data_count': 0}
[2019-08-14 15:40:44,257]-[CRITICAL]-[main]-[59]   Run Test: ASyncGetHistoryDataObjectRecordSets_1
[2019-08-14 15:40:44,257]-[INFO]-[history_pb_requests]-[19]   start make pb_request.
